timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-12T13:16:06,neobanque_credit_scoring,4b2d679a-6c61-427d-a923-46721aa55ed7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,27.289080199989257,0.000210629112562634,7.718439427750185e-06,360.0,120.54510454656987,20.0,0.0027273318899999136,0.0008798034816199785,0.0001514811733333368,0.003758616544953229,France,FRA,auvergne-rhône-alpes,,,Windows-11-10.0.26100-SP0,3.13.7,3.0.7,16,AMD Ryzen 7 5800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3070 Laptop GPU,4.85,45.748,31.855525970458984,machine,N,1.0
